Año,Meses,ID Kiosco VD,Departamento,Municipio,Edad,Grupo étnico,Nivel de estudios,Género,Estrato,Habita en sector,Ocupacion,Situación Particular,Nota Final Examen,Curso,Certificado ,Fecha Inscripción,Fecha Certificado
2017,Marzo,Ciudadano,Cundinamarca,Soacha,De 18 a 25,Ninguno,Profesional,Masculino,3,Urbano,Empleado,Ninguna de las anteriores,0,Activismo Digital,NO,16/03/2017,No ha sido descargado
2016,Abril,Gestor KVD,Cesar,Chimichagua,De 26 a 45,Sin Pertenencia Étnica,Bachillerato completo,Femenino,1,Rural,Gestor De Tic,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",0,Mujeres y TIC,NO,26/04/2016,No ha sido descargado
2016,Junio,Ciudadano,Meta,Villavicencio,De 26 a 45,Ninguno,Técnico,Masculino,2,Urbano,Funcionario Público,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",100,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,27/06/2016,No ha sido descargado
2017,Abril,Ciudadano,Norte de Santander,Cúcuta,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Gestor De Tic,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,25/04/2017,No ha sido descargado
2016,Julio,Ciudadano,Huila,Neiva,De 18 a 25,Ninguno,Profesional,Masculino,2,Urbano,Empleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,18/07/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Norte De Santander,Pamplona,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Docente,Cabeza de hogar,90,Inclusión para Personas con Discapacidad a través de las TIC,SI,26/09/2016,No ha sido descargado
2017,Enero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Profesional,Masculino,3,Urbano,Pensionado,Ninguna de las anteriores,90,Apropiación Social de las TIC,SI,23/01/2017,"martes, 31 de enero de 2017, 18:42"
2016,Junio,Ciudadano,Caquetá,Florencia,De 26 a 45,Ninguno,Tecnólogo,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,16/06/2016,No ha sido descargado
2016,Noviembre,Ciudadano,Córdoba,Montería,De 26 a 45,Ninguno,Técnico,Masculino,1,Urbano,Funcionario Público,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,17/11/2016,"jueves, 15 de junio de 2017, 20:08"
2016,Mayo,Ciudadano,Casanare,Aguazul,De 26 a 45,Ninguno,Técnico,Masculino,1,Rural,Empleado,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,02/05/2016,"sábado, 9 de julio de 2016, 16:57"
2017,Mayo,Ciudadano,Cundinamarca,Vergara,De 60 en adelante,Ninguno,Primaria completa,Femenino,1,Urbano,Empleado,Ninguna de las anteriores,90,Uso Responsable de las TIC 0 En TIC Confío,SI,17/05/2017,No ha sido descargado
2016,Septiembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Cabeza de hogar,80,Uso Responsable de las TIC 0 En TIC Confío,SI,16/09/2016,No ha sido descargado
2017,Enero,Ciudadano,Huila,Aipe,De 8 a 13,Ninguno,Bachillerato incompleto,Femenino,1,Urbano,Estudiante,Beneficiarios del programa Red Unidos de la ANSPE,0,Formación a Formadores en Alfabetización Digital,NO,26/01/2017,No ha sido descargado
2017,Abril,Ciudadano,Atlántico,Barranquilla,De 18 a 25,Ninguno,Tecnólogo,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,19/04/2017,No ha sido descargado
2016,Mayo,Ciudadano,Nariño,Pasto,De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Otro,Ninguna de las anteriores,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,08/05/2016,No ha sido descargado
2017,Junio,Ciudadano,Nariño,Pasto,De 18 a 25,Ninguno,Profesional,Femenino,4,Urbano,Independiente,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,26/06/2017,No ha sido descargado
2016,Octubre,Ciudadano,Cundinamarca,Funza,De 18 a 25,Ninguno,Bachillerato completo,Masculino,2,Urbano,Desempleado,Ninguna de las anteriores,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,05/10/2016,No ha sido descargado
2016,Mayo,Ciudadano,Santander,Simacota,De 18 a 25,Ninguno,Bachillerato completo,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,24/05/2016,No ha sido descargado
2016,Octubre,Ciudadano,Sucre,San Onofre,De 26 a 45,Afrodescendientes,Profesional,Masculino,1,Urbano,Funcionario Público,Cabeza de hogar,0,Apropiación Social de las TIC,NO,04/10/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Antioquia,Medellín,De 26 a 45,Ninguno,Técnico,Femenino,3,Urbano,Empleado,Ninguna de las anteriores,90,Uso Responsable de las TIC 0 En TIC Confío,SI,21/09/2016,"viernes, 21 de octubre de 2016, 16:25"
2017,Julio,Ciudadano,Meta,Acacías,De 18 a 25,Ninguno,Bachillerato incompleto,Masculino,1,Urbano,Estudiante,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",90,Uso Responsable de las TIC 0 En TIC Confío,SI,05/07/2017,"viernes, 14 de julio de 2017, 10:31"
2016,Julio,Ciudadano,Boyacá,Guayatá,De 46 a 59,Ninguno,Primaria completa,Femenino,1,Rural,Agricultor,Beneficiarios del programa Red Unidos de la ANSPE,0,Formación a Formadores en Alfabetización Digital,NO,25/07/2016,No ha sido descargado
2016,Abril,Ciudadano,Caldas,Chinchiná,De 26 a 45,Ninguno,Tecnólogo,Femenino,3,Urbano,Empleado,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,30/04/2016,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Independiente,Ninguna de las anteriores,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,04/05/2016,No ha sido descargado
2017,Mayo,Ciudadano,Santander,San Vicente De Chucurí,De 18 a 25,Ninguno,Técnico,Femenino,2,Urbano,Desempleado,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,26/05/2017,No ha sido descargado
2016,Mayo,Ciudadano,Nariño,Pasto,De 26 a 45,Ninguno,Técnico,Masculino,1,Urbano,Empleado,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,09/05/2016,No ha sido descargado
2017,Febrero,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,20/02/2017,No ha sido descargado
2016,Mayo,Ciudadano,Cauca,El Cauca,De 46 a 59,Ninguno,Sabe leer y escribir,Masculino,3,Rural,Desempleado,Persona en situación de desplazamiento,0,Formación a Formadores en Alfabetización Digital,NO,08/05/2016,No ha sido descargado
2017,Marzo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Desempleado,Ninguna de las anteriores,90,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,27/03/2017,"jueves, 13 de abril de 2017, 22:36"
2016,Agosto,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Profesional,Femenino,3,Urbano,Estudiante,Ninguna de las anteriores,80,Mujeres y TIC,SI,19/08/2016,"lunes, 12 de septiembre de 2016, 23:43"
2016,Junio,Ciudadano,La Guajira,La Jagua Del Pilar,De 26 a 45,Ninguno,Profesional,Masculino,1,Urbano,Gestor De Tic,Cabeza de hogar,80,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,23/06/2016,No ha sido descargado
2016,Julio,Ciudadano,Chocó,Rio Quito,De 26 a 45,Afrodescendientes,Profesional,Femenino,1,Rural,Docente,Habita en una comunidad étnica,0,Apropiación Social de las TIC,NO,22/07/2016,No ha sido descargado
2016,Diciembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Técnico,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,80,Mujeres y TIC,SI,16/12/2016,"martes, 3 de enero de 2017, 15:45"
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Técnico,Masculino,1,Urbano,Empleado,Ninguna de las anteriores,80,Formación a Formadores en Alfabetización Digital,SI,11/05/2016,"lunes, 14 de noviembre de 2016, 20:43"
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,100,Uso Responsable de las TIC 0 En TIC Confío,SI,06/04/2017,No ha sido descargado
2016,Julio,Ciudadano,Bolívar,Cartagena,De 18 a 25,Ninguno,Bachillerato completo,Femenino,1,Urbano,Desempleado,Beneficiarios del programa de ingreso social del DPS,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,19/07/2016,No ha sido descargado
2017,Julio,Ciudadano,Antioquia,Medellin,De 26 a 45,Ninguno,Técnico,Femenino,2,Urbano,Empleado,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,10/07/2017,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Profesional,Femenino,2,Urbano,Funcionario Público,Ninguna de las anteriores,100,Mujeres y TIC,SI,14/07/2016,"miércoles, 21 de septiembre de 2016, 18:39"
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Técnico,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,90,Mujeres y TIC,SI,16/07/2016,No ha sido descargado
2017,Marzo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Bachillerato completo,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,100,"Internet: Buscadores, Correo Electrónico y Descargas",SI,24/03/2017,No ha sido descargado
2016,Septiembre,Ciudadano,Nariño,Pasto,De 26 a 45,Ninguno,Profesional,Masculino,2,Urbano,Independiente,Cabeza de hogar,0,Formación a Formadores en Alfabetización Digital,NO,06/09/2016,No ha sido descargado
2016,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Docente,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,25/04/2016,No ha sido descargado
2016,Julio,Ciudadano,Huila,Pitalito,De 18 a 25,Ninguno,Bachillerato completo,Femenino,1,Urbano,Empleado,Ninguna de las anteriores,80,Apropiación Social de las TIC,SI,07/07/2016,"martes, 19 de julio de 2016, 14:10"
2016,Agosto,Ciudadano,Caquetá,Florencia,De 26 a 45,Ninguno,Postgrado,Masculino,3,Urbano,Docente,Ninguna de las anteriores,0,Activismo Digital,NO,31/08/2016,No ha sido descargado
2017,Julio,Ciudadano,Antioquia,Envigado,De 18 a 25,Ninguno,Tecnólogo,Masculino,3,Urbano,Empleado,Ninguna de las anteriores,0,Apropiación Social de las TIC,NO,25/07/2017,No ha sido descargado
2016,Junio,Ciudadano,Antioquia,Itagûí,De 26 a 45,Ninguno,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,90,"Internet: Buscadores, Correo Electrónico y Descargas",SI,21/06/2016,"lunes, 11 de julio de 2016, 09:26"
2016,Septiembre,Ciudadano,Antioquia,San Andrés De Cuerquia,De 18 a 25,Ninguno,Tecnólogo,Femenino,1,Urbano,Funcionario Público,Cabeza de hogar,0,Formación a Formadores en Alfabetización Digital,NO,26/09/2016,No ha sido descargado
2016,Noviembre,Ciudadano,Valle del Cauca,Cali,De 26 a 45,Afrodescendientes,Bachillerato completo,Masculino,2,Urbano,Estudiante,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",0,Inclusión para Personas con Discapacidad a través de las TIC,NO,01/11/2016,No ha sido descargado
2017,Enero,Ciudadano,Valle Del Cauca,Cali,De 46 a 59,Ninguno,Tecnólogo,Masculino,4,Urbano,Independiente,Cabeza de hogar,90,Atención y Reparación Integral de Víctimas del Conflicto Armado,SI,11/01/2017,No ha sido descargado
2016,Agosto,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Desempleado,Ninguna de las anteriores,0,Activismo Digital,NO,03/08/2016,No ha sido descargado
2016,Diciembre,Ciudadano,Boyacá,Sotaquira,De 14 a 17,Ninguno,Bachillerato completo,Femenino,2,Rural,Estudiante,Ninguna de las anteriores,80,"Internet: Buscadores, Correo Electrónico y Descargas",SI,21/12/2016,No ha sido descargado
2016,Junio,Ciudadano,Huila,Neiva,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Docente,Cabeza de hogar,0,Apropiación Social de las TIC,NO,21/06/2016,No ha sido descargado
2016,Noviembre,Ciudadano,Cundinamarca,Fusagasugá,De 46 a 59,Ninguno,Profesional,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,02/11/2016,No ha sido descargado
2016,Mayo,Ciudadano,Caquetá,Pamplona,De 26 a 45,Ninguno,Profesional,Femenino,2,Urbano,Docente,Cabeza de hogar,0,Mujeres y TIC,NO,08/05/2016,No ha sido descargado
2017,Mayo,Ciudadano,Tolima,Ortega,De 26 a 45,Indígenas,Tecnólogo,Femenino,0,Urbano,Empleado,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,04/05/2017,No ha sido descargado
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Otro,Cabeza de hogar,0,Uso Responsable de las TIC 0 En TIC Confío,NO,06/04/2017,No ha sido descargado
2016,Agosto,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Independiente,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,30/08/2016,No ha sido descargado
2016,Octubre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,0,Inclusión para Personas con Discapacidad a través de las TIC,NO,23/10/2016,No ha sido descargado
2016,Octubre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,3,Urbano,Estudiante,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,31/10/2016,No ha sido descargado
2017,Mayo,Ciudadano,Valle del Cauca,Candelaria,De 26 a 45,Ninguno,Bachillerato incompleto,Masculino,1,Urbano,Estudiante,Persona con discapacidad,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,04/05/2017,No ha sido descargado
2016,Julio,Ciudadano,Cauca,Santander De Quilichao,De 26 a 45,Ninguno,Postgrado,Femenino,3,Urbano,Independiente,"Personas victimas de violencia (desplazados, afectados por minas, con pérdida familiar, unidad para las víctimas)",0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,26/07/2016,No ha sido descargado
2017,Junio,Ciudadano,Antioquia,Envigado,De 26 a 45,Ninguno,Bachillerato completo,Femenino,3,Urbano,Funcionario Público,Cabeza de hogar,100,Activismo Digital,SI,14/06/2017,No ha sido descargado
2016,Octubre,Ciudadano,Córdoba,Montería,De 26 a 45,Ninguno,Postgrado,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,0,"Internet: Buscadores, Correo Electrónico y Descargas",NO,27/10/2016,No ha sido descargado
2017,Marzo,Ciudadano,Santander,Floridablanca,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,5,Urbano,Estudiante,Ninguna de las anteriores,80,Formación a Formadores en Alfabetización Digital,SI,21/03/2017,"lunes, 17 de abril de 2017, 11:10"
2017,Agosto,Ciudadano,Risaralda,Santuario,De 18 a 25,Ninguno,Bachillerato completo,Femenino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Activismo Digital,NO,23/08/2017 1:37:20 p. m.,No ha sido descargado
2016,Julio,Ciudadano,Antioquia,Medellín,De 26 a 45,Ninguno,Profesional,Femenino,3,Urbano,Docente,Ninguna de las anteriores,80,Uso Responsable de las TIC 0 En TIC Confío,SI,19/07/2016,No ha sido descargado
2017,Febrero,Ciudadano,Huila,Garzón,De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,2,Urbano,Estudiante,Ninguna de las anteriores,80,Apropiación Social de las TIC,SI,06/02/2017,"lunes, 6 de marzo de 2017, 11:11"
2016,Noviembre,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 46 a 59,Ninguno,Postgrado,Masculino,4,Urbano,Pensionado,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,23/11/2016,No ha sido descargado
2017,Junio,Ciudadano,Tolima,Mariquita,De 26 a 45,Ninguno,Profesional,Femenino,4,Urbano,Empleado,Ninguna de las anteriores,80,Activismo Digital,SI,22/06/2017,"martes, 4 de julio de 2017, 16:50"
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Masculino,4,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,06/04/2017,No ha sido descargado
2016,Mayo,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,2,Urbano,Gestor De Tic,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,19/05/2016,No ha sido descargado
2016,Julio,Ciudadano,Vaupés,Mitú,De 26 a 45,Ninguno,Bachillerato completo,Masculino,1,Urbano,Funcionario Público,Persona en situación de desplazamiento,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,25/07/2016,No ha sido descargado
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,3,Urbano,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,04/04/2017,No ha sido descargado
2017,Abril,Ciudadano,Meta,Acacías,De 26 a 45,Afrodescendientes,Técnico,Masculino,0,Urbano,Independiente,Personas de sectores marginales (en situación de pobreza),100,"Internet: Buscadores, Correo Electrónico y Descargas",SI,25/04/2017,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 26 a 45,Ninguno,Profesional,Femenino,2,Rural,Otro,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,13/07/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Antioquia,Medellín,De 18 a 25,Ninguno,Técnico,Femenino,3,Urbano,Gestor De Tic,Ninguna de las anteriores,90,Formación a Formadores en Alfabetización Digital,SI,08/09/2016,No ha sido descargado
2017,Junio,Ciudadano,Meta,Acacías,De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,1,Rural,Estudiante,Ninguna de las anteriores,0,Uso Responsable de las TIC 0 En TIC Confío,NO,30/06/2017,No ha sido descargado
2016,Octubre,Ciudadano,Huila,Pitalito,De 18 a 25,Ninguno,Bachillerato completo,Femenino,1,Urbano,Empleado,Ninguna de las anteriores,90,Uso Responsable de las TIC 0 En TIC Confío,SI,31/10/2016,No ha sido descargado
2016,Julio,Ciudadano,Atlántico,Barranquilla,De 26 a 45,Ninguno,Profesional,Masculino,3,Urbano,Docente,Ninguna de las anteriores,0,Formación a Formadores en Alfabetización Digital,NO,27/07/2016,No ha sido descargado
2016,Agosto,Ciudadano,Boyacá,Tunja,De 26 a 45,Ninguno,Tecnólogo,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,80,Activismo Digital,SI,12/08/2016,No ha sido descargado
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 18 a 25,Ninguno,Tecnólogo,Femenino,3,Urbano,Empleado,Ninguna de las anteriores,0,Activismo Digital,NO,12/04/2017,No ha sido descargado
2017,Marzo,Ciudadano,Amazonas,Leticia,De 26 a 45,Ninguno,Bachillerato completo,Masculino,2,Urbano,Funcionario Público,Ninguna de las anteriores,80,Activismo Digital,SI,23/03/2017,No ha sido descargado
2017,Enero,Ciudadano,Meta,Puerto Lleras,De 18 a 25,Ninguno,Tecnólogo,Femenino,1,Urbano,Empleado,Ninguna de las anteriores,100,Mujeres y TIC,SI,12/01/2017,No ha sido descargado
2017,Abril,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Ninguno,Bachillerato incompleto,Femenino,3,Urbano,Independiente,Cabeza de hogar,0,Uso Responsable de las TIC 0 En TIC Confío,NO,06/04/2017,No ha sido descargado
2016,Julio,Ciudadano,"Bogotá, D.C.","Bogotá, D.C.",De 14 a 17,Raizales,Bachillerato completo,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,70,"Internet: Buscadores, Correo Electrónico y Descargas",NO,06/07/2016,No ha sido descargado
2017,Enero,Ciudadano,Huila,Garzón,De 14 a 17,Ninguno,Técnico,Femenino,2,Urbano,Estudiante,Ninguna de las anteriores,90,Apropiación Social de las TIC,SI,20/01/2017,"jueves, 9 de marzo de 2017, 18:19"
2016,Septiembre,Ciudadano,Quindío,Montenegro,De 18 a 25,Ninguno,Técnico,Masculino,1,Urbano,Desempleado,Beneficiarios del programa de ingreso social del DPS,0,Atención y Reparación Integral de Víctimas del Conflicto Armado,NO,12/09/2016,No ha sido descargado
2016,Septiembre,Ciudadano,Valle del Cauca,Palmira,De 18 a 25,Afrodescendientes,Técnico,Masculino,3,Urbano,Funcionario Público,Ninguna de las anteriores,90,Activismo Digital,SI,29/09/2016,"jueves, 13 de octubre de 2016, 16:48"
